USW00094846,20160101,RAIN,0,T,,W,2400
USW00094846,20160102,RAIN,0,,,W,2400
USW00094846,20160103,RAIN,0,T,,W,2400
USW00094846,20160104,RAIN,0,T,,W,2400
USW00094846,20160105,RAIN,0,,,W,2400
USW00094846,20160106,RAIN,0,,,W,2400
USW00094846,20160107,RAIN,3,,,W,2400
USW00094846,20160108,RAIN,48,,,W,2400
USW00094846,20160109,RAIN,69,,,W,2400
USW00094846,20160110,RAIN,0,T,,W,2400
USW00094846,20160111,RAIN,28,,,W,2400
USW00094846,20160112,RAIN,3,,,W,2400
USW00094846,20160113,RAIN,0,T,,W,2400
USW00094846,20160114,RAIN,0,,,W,2400
USW00094846,20160115,RAIN,3,,,W,2400
USW00094846,20160116,RAIN,0,,,W,2400
USW00094846,20160117,RAIN,0,,,W,2400
USW00094846,20160118,RAIN,0,,,W,2400
USW00094846,20160119,RAIN,0,,,W,2400
USW00094846,20160120,RAIN,13,,,W,2400
USW00094846,20160121,RAIN,0,,,W,2400
USW00094846,20160122,RAIN,5,,,W,2400
USW00094846,20160123,RAIN,0,T,,W,2400
USW00094846,20160124,RAIN,0,,,W,2400
USW00094846,20160125,RAIN,33,,,W,2400
USW00094846,20160126,RAIN,5,,,W,2400
USW00094846,20160127,RAIN,0,T,,W,2400
USW00094846,20160128,RAIN,0,T,,W,2400
USW00094846,20160129,RAIN,0,T,,W,2400
USW00094846,20160130,RAIN,0,T,,W,2400
USW00094846,20160131,RAIN,5,,,W,2400
USW00094846,20160201,RAIN,0,,,W,2400
USW00094846,20160202,RAIN,201,,,W,2400
USW00094846,20160203,RAIN,5,,,W,2400
USW00094846,20160204,RAIN,0,,,W,2400
USW00094846,20160205,RAIN,0,T,,W,2400
USW00094846,20160206,RAIN,0,,,W,2400
USW00094846,20160207,RAIN,0,,,W,2400
USW00094846,20160208,RAIN,5,,,W,2400
USW00094846,20160209,RAIN,5,,,W,2400
USW00094846,20160210,RAIN,0,,,W,2400
USW00094846,20160211,RAIN,0,,,W,2400
USW00094846,20160212,RAIN,0,T,,W,2400
USW00094846,20160213,RAIN,0,,,W,2400
USW00094846,20160214,RAIN,25,,,W,2400
USW00094846,20160215,RAIN,3,,,W,2400
USW00094846,20160216,RAIN,10,,,W,2400
USW00094846,20160217,RAIN,0,,,W,2400
USW00094846,20160218,RAIN,0,,,W,2400
USW00094846,20160219,RAIN,0,,,W,2400
USW00094846,20160220,RAIN,0,,,W,2400
USW00094846,20160221,RAIN,0,,,W,2400
USW00094846,20160222,RAIN,0,,,W,2400
USW00094846,20160223,RAIN,0,,,W,2400
USW00094846,20160224,RAIN,38,,,W,2400
USW00094846,20160225,RAIN,0,T,,W,2400
USW00094846,20160226,RAIN,0,T,,W,2400
USW00094846,20160227,RAIN,0,,,W,2400
USW00094846,20160228,RAIN,20,,,W,2400
USW00094846,20160229,RAIN,0,T,,W,2400
USW00094846,20160301,RAIN,25,,,W,2400
USW00094846,20160302,RAIN,0,T,,W,2400
USW00094846,20160303,RAIN,18,,,W,2400
USW00094846,20160304,RAIN,18,,,W,2400
USW00094846,20160305,RAIN,0,T,,W,2400
USW00094846,20160306,RAIN,0,,,W,2400
USW00094846,20160307,RAIN,8,,,W,2400
USW00094846,20160308,RAIN,0,T,,W,2400
USW00094846,20160309,RAIN,46,,,W,2400
USW00094846,20160310,RAIN,0,,,W,2400
USW00094846,20160311,RAIN,0,,,W,2400
USW00094846,20160312,RAIN,0,T,,W,2400
USW00094846,20160313,RAIN,168,,,W,2400
