USW00094846,20160208,SNWD,0,,,W,2400
USW00094846,20160208,AWND,50,,,W,
USW00094846,20160208,TAVG,-6,H,,S,
USW00094846,20160208,WDF2,320,,,W,
USW00094846,20160208,WDF5,280,,,W,
USW00094846,20160208,WSF2,89,,,W,
USW00094846,20160208,WSF5,112,,,W,
USW00094846,20160208,WT01,1,,,W,
USW00094846,20160208,WT08,1,,,W,
USW00094846,20160209,TMAX,-60,,,W,2400
USW00094846,20160209,TMIN,-105,,,W,2400
USW00094846,20160209,PRCP,5,,,W,2400
USW00094846,20160209,SNOW,15,,,W,
USW00094846,20160209,SNWD,30,,,W,2400
USW00094846,20160209,AWND,65,,,W,
USW00094846,20160209,TAVG,-71,H,,S,
USW00094846,20160209,WDF2,320,,,W,
USW00094846,20160209,WDF5,330,,,W,
USW00094846,20160209,WSF2,89,,,W,
USW00094846,20160209,WSF5,116,,,W,
USW00094846,20160209,WT01,1,,,W,
USW00094846,20160209,WT08,1,,,W,
USW00094846,20160210,TMAX,-77,,,W,2400
USW00094846,20160210,TMIN,-127,,,W,2400
USW00094846,20160210,PRCP,0,,,W,2400
USW00094846,20160210,SNOW,0,,,W,
USW00094846,20160210,SNWD,30,,,W,2400
USW00094846,20160210,AWND,51,,,W,
USW00094846,20160210,TAVG,-102,H,,S,
USW00094846,20160210,WDF2,320,,,W,
USW00094846,20160210,WDF5,320,,,W,
USW00094846,20160210,WSF2,94,,,W,
USW00094846,20160210,WSF5,116,,,W,
USW00094846,20160211,TMAX,-60,,,W,2400
USW00094846,20160211,TMIN,-138,,,W,2400
USW00094846,20160211,PRCP,0,,,W,2400
USW00094846,20160211,SNOW,0,,,W,
USW00094846,20160211,SNWD,0,,,W,2400
USW00094846,20160211,AWND,32,,,W,
USW00094846,20160211,TAVG,-106,H,,S,
USW00094846,20160211,WDF2,340,,,W,
USW00094846,20160211,WDF5,340,,,W,
USW00094846,20160211,WSF2,67,,,W,
USW00094846,20160211,WSF5,81,,,W,
USW00094846,20160212,TMAX,-49,,,W,2400
USW00094846,20160212,TMIN,-138,,,W,2400
USW00094846,20160212,PRCP,0,T,,W,2400
USW00094846,20160212,SNOW,0,T,,W,
USW00094846,20160212,SNWD,0,,,W,2400
USW00094846,20160212,AWND,76,,,W,
USW00094846,20160212,TAVG,-72,H,,S,
USW00094846,20160212,WDF2,320,,,W,
USW00094846,20160212,WDF5,320,,,W,
USW00094846,20160212,WSF2,134,,,W,
USW00094846,20160212,WSF5,165,,,W,
USW00094846,20160213,TMAX,-82,,,W,2400
USW00094846,20160213,TMIN,-166,,,W,2400
USW00094846,20160213,PRCP,0,,,W,2400
USW00094846,20160213,SNOW,0,,,W,
USW00094846,20160213,SNWD,0,,,W,2400
USW00094846,20160213,AWND,40,,,W,
USW00094846,20160213,TAVG,-126,H,,S,
USW00094846,20160213,WDF2,330,,,W,
USW00094846,20160213,WDF5,340,,,W,
USW00094846,20160213,WSF2,94,,,W,
USW00094846,20160213,WSF5,116,,,W,
USW00094846,20160214,TMAX,-77,,,W,2400
USW00094846,20160214,TMIN,-127,,,W,2400
USW00094846,20160214,PRCP,25,,,W,2400
USW00094846,20160214,SNOW,58,,,W,
USW00094846,20160214,SNWD,0,,,W,2400
USW00094846,20160214,AWND,53,,,W,
USW00094846,20160214,TAVG,-101,H,,S,
USW00094846,20160214,WDF2,130,,,W,
USW00094846,20160214,WDF5,110,,,W,
USW00094846,20160214,WSF2,98,,,W,
USW00094846,20160214,WSF5,112,,,W,
USW00094846,20160214,WT01,1,,,W,
USW00094846,20160214,WT02,1,,,W,
USW00094846,20160214,WT08,1,,,W,
USW00094846,20160215,TMAX,-27,,,W,2400
USW00094846,20160215,TMIN,-77,,,W,2400
USW00094846,20160215,PRCP,3,,,W,2400
USW00094846,20160215,SNOW,3,,,W,
USW00094846,20160215,SNWD,50,,,W,2400
USW00094846,20160215,AWND,30,,,W,
USW00094846,20160215,TAVG,-63,H,,S,
USW00094846,20160215,WDF2,260,,,W,
USW00094846,20160215,WDF5,240,,,W,
USW00094846,20160215,WSF2,54,,,W,
USW00094846,20160215,WSF5,63,,,W,
USW00094846,20160215,WT01,1,,,W,
USW00094846,20160215,WT06,1,,,W,
USW00094846,20160216,TMAX,6,,,W,2400
USW00094846,20160216,TMIN,-43,,,W,2400
USW00094846,20160216,PRCP,10,,,W,2400
USW00094846,20160216,SNOW,10,,,W,
USW00094846,20160216,SNWD,50,,,W,2400
USW00094846,20160216,AWND,21,,,W,
USW00094846,20160216,TAVG,-25,H,,S,
USW00094846,20160216,WDF2,300,,,W,
USW00094846,20160216,WDF5,360,,,W,
USW00094846,20160216,WSF2,63,,,W,
USW00094846,20160216,WSF5,81,,,W,
USW00094846,20160216,WT01,1,,,W,
USW00094846,20160216,WT08,1,,,W,
USW00094846,20160217,TMAX,11,,,W,2400
USW00094846,20160217,TMIN,-60,,,W,2400
USW00094846,20160217,PRCP,0,,,W,2400
USW00094846,20160217,SNOW,0,,,W,
USW00094846,20160217,SNWD,30,,,W,2400
USW00094846,20160217,AWND,29,,,W,
USW00094846,20160217,TAVG,-20,H,,S,
USW00094846,20160217,WDF2,50,,,W,
USW00094846,20160217,WDF5,360,,,W,
USW00094846,20160217,WSF2,58,,,W,
USW00094846,20160217,WSF5,67,,,W,
USW00094846,20160217,WT01,1,,,W,
USW00094846,20160217,WT08,1,,,W,
USW00094846,20160218,TMAX,56,,,W,2400
USW00094846,20160218,TMIN,-49,,,W,2400
USW00094846,20160218,PRCP,0,,,W,2400
USW00094846,20160218,SNOW,0,,,W,
USW00094846,20160218,SNWD,0,,,W,2400
USW00094846,20160218,AWND,68,,,W,
USW00094846,20160218,TAVG,-13,H,,S,
USW00094846,20160218,WDF2,170,,,W,
USW00094846,20160218,WDF5,170,,,W,
USW00094846,20160218,WSF2,116,,,W,
USW00094846,20160218,WSF5,157,,,W,
USW00094846,20160219,TMAX,167,,,W,2400
USW00094846,20160219,TMIN,50,,,W,2400
USW00094846,20160219,PRCP,0,,,W,2400
USW00094846,20160219,SNOW,0,,,W,
USW00094846,20160219,SNWD,0,,,W,2400
USW00094846,20160219,AWND,119,,,W,
USW00094846,20160219,TAVG,86,H,,S,
USW00094846,20160219,WDF2,250,,,W,
USW00094846,20160219,WDF5,250,,,W,
USW00094846,20160219,WSF2,201,,,W,
USW00094846,20160219,WSF5,277,,,W,
USW00094846,20160220,TMAX,139,,,W,2400
USW00094846,20160220,TMIN,33,,,W,2400
USW00094846,20160220,PRCP,0,,,W,2400
USW00094846,20160220,SNOW,0,,,W,
USW00094846,20160220,SNWD,0,,,W,2400
USW00094846,20160220,AWND,54,,,W,
USW00094846,20160220,TAVG,95,H,,S,
USW00094846,20160220,WDF2,270,,,W,
USW00094846,20160220,WDF5,240,,,W,
USW00094846,20160220,WSF2,98,,,W,
USW00094846,20160220,WSF5,130,,,W,
USW00094846,20160221,TMAX,50,,,W,2400
USW00094846,20160221,TMIN,-16,,,W,2400
USW00094846,20160221,PRCP,0,,,W,2400
USW00094846,20160221,SNOW,0,,,W,
USW00094846,20160221,SNWD,0,,,W,2400
USW00094846,20160221,AWND,41,,,W,
USW00094846,20160221,TAVG,42,H,,S,
USW00094846,20160221,WDF2,40,,,W,
